actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
346,PT00M03.50S,2024-11-13T01:05:14.4Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,63,54,2024-11-13T01:05:17Z,3400000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1630552]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,2.0,Johnson,1630552.0,,,,,,,,
347,PT00M03.50S,2024-11-13T01:05:14.4Z,2,REGULAR,steal,,[],1630552,,,1610612737,63,54,2024-11-13T01:07:44Z,3410000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
348,PT00M01.10S,2024-11-13T01:05:20.3Z,2,REGULAR,turnover,traveling,[],1630552,,,1610612737,63,54,2024-11-13T01:05:40Z,3420000,False,,,0,,J. Johnson traveling TURNOVER (3 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2004.0,3.0,,,,,,,,,,
349,PT00M01.10S,2024-11-13T01:05:33.0Z,2,REGULAR,substitution,out,[],201143,,,1610612738,63,54,2024-11-13T01:05:42Z,3430000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M01.10S,2024-11-13T01:05:33.0Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,63,54,2024-11-13T01:05:42Z,3440000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M00.40S,2024-11-13T01:06:09.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630552,,,1610612738,63,54,2024-11-13T01:08:25Z,3470000,False,,,0,,J. Johnson shooting personal FOUL (2 PF) (Brown 2 FT),"[1630552, 1627759]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,1626300.0,,,,,,,,2.0,0.0,Brown,1627759.0
356,PT00M00.40S,2024-11-13T01:07:45.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,64,54,2024-11-13T01:08:37Z,3500000,False,,,0,,J. Brown Free Throw 1 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,,
357,PT00M00.40S,2024-11-13T01:07:45.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,65,54,2024-11-13T01:08:37Z,3510000,False,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,20.0,,,,,,,
358,PT00M00.00S,2024-11-13T01:08:24.2Z,2,REGULAR,period,end,[],0,,,1610612737,65,54,2024-11-13T01:08:24Z,3520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2024-11-13T01:22:46.6Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612737,65,54,2024-11-13T01:23:26Z,3530000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2024-11-13T01:22:46.6Z,3,REGULAR,substitution,out,['startperiod'],1629726,,,1610612737,65,54,2024-11-13T01:23:26Z,3540000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2024-11-13T01:22:46.6Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612737,65,54,2024-11-13T01:23:26Z,3550000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2024-11-13T01:22:46.6Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,65,54,2024-11-13T01:23:26Z,3560000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2024-11-13T01:23:35.6Z,3,REGULAR,period,start,[],0,,,1610612738,65,54,2024-11-13T01:23:35Z,3570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M43.00S,2024-11-13T01:23:51.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,10.775295663600525,42.83854166666667,1610612738,67,54,2024-11-13T01:24:08Z,3580000,False,36.0,49.0,1,left,J. Holiday 6' floating Jump Shot (8 PTS) (J. Brown 1 AST),"[201950, 1627759]",1610612738.0,BOS,floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.05,Made,,,,,,,,,,,8.0,J. Brown,1627759.0,1.0,,,,
366,PT11M25.00S,2024-11-13T01:24:09.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203991,87.86136662286465,51.9607843137255,1610612737,67,56,2024-11-13T01:24:36Z,3600000,False,10.0,62.0,1,right,C. Capela 6' Hook (12 PTS) (D. Daniels 4 AST),"[203991, 1630700]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,,,,,,,,,,,12.0,D. Daniels,1630700.0,4.0,,,,
368,PT11M12.00S,2024-11-13T01:24:23.0Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,67,56,2024-11-13T01:24:27Z,3620000,False,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 203991]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,3.0,Capela,203991.0,,,,,,,,
369,PT11M12.00S,2024-11-13T01:24:23.0Z,3,REGULAR,steal,,[],203991,,,1610612737,67,56,2024-11-13T01:26:08Z,3630000,False,,,0,,C. Capela STEAL (2 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
370,PT11M07.00S,2024-11-13T01:24:27.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203991,93.24901445466492,49.26470588235294,1610612737,67,58,2024-11-13T01:25:39Z,3640000,False,-4.0,11.0,1,right,C. Capela running alley-oop DUNK (14 PTS) (J. Johnson 5 AST),"[203991, 1630552]",1610612737.0,ATL,running alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,,,14.0,J. Johnson,1630552.0,5.0,,,,
372,PT10M41.00S,2024-11-13T01:24:53.7Z,3,REGULAR,3pt,Jump Shot,[],201143,24.78646517739816,84.31372549019608,1610612738,67,58,2024-11-13T01:25:02Z,3660000,False,-172.0,180.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,24.91,Missed,,,,,,,,,,,,,,,,,,
373,PT10M40.00S,2024-11-13T01:24:54.7Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,67,58,2024-11-13T01:25:02Z,3670000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,372.0,6.0,5.0,1.0,,,,,,,,,,,,
374,PT10M24.00S,2024-11-13T01:25:13.4Z,3,REGULAR,turnover,out-of-bounds,[],1630811,,,1610612737,67,58,2024-11-13T03:08:44Z,3680000,False,,,0,,K. Wallace lost ball out-of-bounds TURNOVER (1 TO),[1630811],1610612737.0,ATL,lost ball,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1626300.0,1.0,,,,,,,,,,
375,PT10M19.00S,2024-11-13T01:25:24.5Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,67,58,2024-11-13T01:25:29Z,3690000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1630700]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,2.0,Daniels,1630700.0,,,,,,,,
376,PT10M19.00S,2024-11-13T01:25:24.5Z,3,REGULAR,steal,,[],1630700,,,1610612737,67,58,2024-11-13T01:25:26Z,3700000,False,,,0,,D. Daniels STEAL (4 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
377,PT10M12.00S,2024-11-13T01:25:29.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630700,90.80157687253615,61.78768382352941,1610612737,67,58,2024-11-13T01:25:41Z,3710000,False,59.0,34.0,1,right,MISS D. Daniels 6' running Layup,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,6.8,Missed,,,,,,,,,,,,,,,,,,
378,PT10M10.00S,2024-11-13T01:25:31.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,67,58,2024-11-13T01:25:41Z,3720000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,377.0,4.0,4.0,0.0,,,,,,,,,,,,
379,PT09M57.00S,2024-11-13T01:25:44.5Z,3,REGULAR,foul,personal,['3freethrow'],1630552,,,1610612738,67,58,2024-11-13T01:25:58Z,3730000,False,,,0,,J. Johnson shooting personal FOUL (3 PF) (Tatum 3 FT),"[1630552, 1628369]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2004.0,,,,,,,,3.0,0.0,Tatum,1628369.0
381,PT09M57.00S,2024-11-13T01:26:16.0Z,3,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,68,58,2024-11-13T01:26:16Z,3750000,False,,,0,,J. Tatum Free Throw 1 of 3 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
382,PT09M57.00S,2024-11-13T01:26:27.8Z,3,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,69,58,2024-11-13T01:26:27Z,3760000,False,,,0,,J. Tatum Free Throw 2 of 3 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
383,PT09M57.00S,2024-11-13T01:26:40.8Z,3,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,70,58,2024-11-13T01:26:40Z,3770000,False,,,0,,J. Tatum Free Throw 3 of 3 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,,,16.0,,,,,,,
384,PT09M42.00S,2024-11-13T01:26:57.5Z,3,REGULAR,3pt,Jump Shot,[],1630700,82.9993429697766,95.83333333333334,1610612737,70,58,2024-11-13T01:27:05Z,3780000,False,229.0,107.0,1,right,MISS D. Daniels 25' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
385,PT09M41.00S,2024-11-13T01:26:58.5Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,70,58,2024-11-13T01:27:05Z,3790000,False,,,0,,C. Capela REBOUND (Off:6 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,384.0,9.0,3.0,6.0,,,,,,,,,,,,
386,PT09M28.00S,2024-11-13T01:27:11.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630552,79.58278580814718,35.53921568627451,1610612737,70,58,2024-11-13T01:27:18Z,3800000,False,-72.0,139.0,1,right,MISS J. Johnson 15' fadeaway Shot,[1630552],1610612737.0,ATL,fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Center,15.7,Missed,,,,,,,,,,,,,,,,,,
387,PT09M27.00S,2024-11-13T01:27:12.6Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,70,58,2024-11-13T01:27:18Z,3810000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Center,,,,,386.0,3.0,2.0,1.0,,,,,,,,,,,,
388,PT09M15.00S,2024-11-13T01:27:24.6Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,70,58,2024-11-13T01:27:28Z,3820000,False,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1642258]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,4.0,Risacher,1642258.0,,,,,,,,
389,PT09M15.00S,2024-11-13T01:27:24.6Z,3,REGULAR,steal,,[],1642258,,,1610612737,70,58,2024-11-13T01:28:13Z,3830000,False,,,0,,Z. Risacher STEAL (1 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
390,PT09M12.00S,2024-11-13T01:27:30.4Z,3,REGULAR,turnover,out-of-bounds,[],1630811,,,1610612737,70,58,2024-11-13T01:27:36Z,3840000,False,,,0,,K. Wallace bad pass out-of-bounds TURNOVER (2 TO),[1630811],1610612737.0,ATL,bad pass,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,2004.0,2.0,,,,,,,,,,
392,PT09M07.00S,2024-11-13T01:27:52.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,6.258212877792378,50.73529411764706,1610612738,72,58,2024-11-13T01:27:55Z,3860000,False,-4.0,6.0,1,left,J. Tatum cutting DUNK (18 PTS) (J. Holiday 4 AST),"[1628369, 201950]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,,,18.0,J. Holiday,201950.0,4.0,,,,
394,PT08M46.00S,2024-11-13T01:28:13.6Z,3,REGULAR,2pt,Hook,[],203991,91.5407358738502,70.34313725490196,1610612737,72,60,2024-11-13T01:28:17Z,3880000,False,102.0,27.0,1,right,C. Capela 10' turnaround Hook (16 PTS) (D. Daniels 5 AST),"[203991, 1630700]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,10.52,Made,,,,,,,,,,,16.0,D. Daniels,1630700.0,5.0,,,,
396,PT08M32.00S,2024-11-13T01:28:27.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,16.90210249671485,4.6568627450980395,1610612738,75,60,2024-11-13T01:28:31Z,3900000,False,227.0,106.0,1,left,D. White 25' 3PT  (17 PTS) (J. Holiday 5 AST),"[1628401, 201950]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.04,Made,,,,,,,,,,,17.0,J. Holiday,201950.0,5.0,,,,
398,PT08M19.00S,2024-11-13T01:28:40.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,90.53876478318003,40.36841299019608,1610612737,75,62,2024-11-13T01:28:46Z,3920000,False,-48.0,36.0,1,right,Z. Risacher 6' driving finger roll Layup (6 PTS),[1642258],1610612737.0,ATL,driving finger roll,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,,,,,,,,,,,6.0,,,,,,,
399,PT08M02.00S,2024-11-13T01:28:57.4Z,3,REGULAR,3pt,Jump Shot,[],201143,31.225361366622867,29.65686274509804,1610612738,75,62,2024-11-13T01:29:05Z,3930000,False,102.0,241.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
400,PT08M01.00S,2024-11-13T01:28:58.4Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,75,62,2024-11-13T01:29:05Z,3940000,False,,,0,,J. Johnson REBOUND (Off:1 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,399.0,7.0,6.0,1.0,,,,,,,,,,,,
401,PT07M49.00S,2024-11-13T01:29:10.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,86.41590013140605,43.13725490196079,1610612737,75,64,2024-11-13T01:30:18Z,3950000,False,-34.0,75.0,1,right,D. Daniels 8' floating Jump Shot (11 PTS),[1630700],1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,8.27,Made,,,,,,,,,,,11.0,,,,,,,
402,PT07M28.00S,2024-11-13T01:29:31.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,13.091327201051248,28.921568627450984,1610612738,77,64,2024-11-13T01:29:34Z,3960000,False,105.0,71.0,1,left,J. Brown 12' driving floating bank Jump Shot (22 PTS),[1627759],1610612738.0,BOS,driving floating bank,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,12.69,Made,,,,,,,,,,,22.0,,,,,,,
403,PT07M17.00S,2024-11-13T01:29:42.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.11760840998686,50.245098039215684,1610612737,77,66,2024-11-13T01:29:45Z,3970000,False,1.0,12.0,1,right,C. Capela cutting DUNK (18 PTS) (J. Johnson 6 AST),"[203991, 1630552]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,,18.0,J. Johnson,1630552.0,6.0,,,,
405,PT07M01.00S,2024-11-13T01:29:59.2Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,77,66,2024-11-13T01:30:12Z,3990000,False,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 1630552]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,3.0,Johnson,1630552.0,,,,,,,,
406,PT07M01.00S,2024-11-13T01:29:59.2Z,3,REGULAR,steal,,[],1630552,,,1610612737,77,66,2024-11-13T01:30:00Z,4000000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
407,PT06M52.00S,2024-11-13T01:30:07.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642258,87.59855453350855,47.549019607843135,1610612737,77,66,2024-11-13T01:30:15Z,4010000,False,-12.0,64.0,1,right,MISS Z. Risacher 6' driving Layup,[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
408,PT06M47.00S,2024-11-13T01:30:12.0Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,77,66,2024-11-13T01:30:12Z,4020000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,407.0,3.0,2.0,1.0,,,,,,,,,,,,
409,PT06M43.00S,2024-11-13T01:30:17.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201143,6.258212877792378,47.30392156862745,1610612738,79,66,2024-11-13T01:30:39Z,4030000,False,13.0,6.0,1,left,A. Horford running finger roll Layup (8 PTS) (J. Holiday 6 AST),"[201143, 201950]",1610612738.0,BOS,running finger roll,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,,,,,8.0,J. Holiday,201950.0,6.0,,,,
411,PT06M43.00S,2024-11-13T01:30:31.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,79,66,2024-11-13T01:30:31Z,4050000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,out,[],1628401,,,1610612737,79,66,2024-11-13T01:33:09Z,4060000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,out,[],201143,,,1610612737,79,66,2024-11-13T01:33:09Z,4070000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,out,[],1630552,,,1610612737,79,66,2024-11-13T01:33:09Z,4080000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,out,[],1630811,,,1610612737,79,66,2024-11-13T01:33:09Z,4090000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,out,[],203991,,,1610612737,79,66,2024-11-13T01:33:09Z,4100000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612737,79,66,2024-11-13T01:33:09Z,4110000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,in,[],1629674,,,1610612737,79,66,2024-11-13T01:33:09Z,4120000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,79,66,2024-11-13T01:33:09Z,4130000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,in,[],1626204,,,1610612737,79,66,2024-11-13T01:33:09Z,4140000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M43.00S,2024-11-13T01:32:46.1Z,3,REGULAR,substitution,in,[],1629726,,,1610612737,79,66,2024-11-13T01:33:09Z,4150000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M33.00S,2024-11-13T01:33:29.5Z,3,REGULAR,3pt,Jump Shot,[],1630168,66.5735873850197,47.05882352941176,1610612737,79,66,2024-11-13T01:33:37Z,4160000,False,-15.0,262.0,1,right,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
423,PT06M31.00S,2024-11-13T01:33:31.5Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612737,79,66,2024-11-13T01:33:37Z,4170000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,422.0,1.0,0.0,1.0,,,,,,,,,,,,
424,PT06M17.00S,2024-11-13T01:33:45.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642258,68.01905387647832,61.51960784313726,1610612737,79,66,2024-11-13T01:33:50Z,4180000,False,58.0,248.0,1,right,MISS Z. Risacher 25' pullup 3PT,[1642258],1610612737.0,ATL,pullup,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
425,PT06M15.00S,2024-11-13T01:33:47.1Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,79,66,2024-11-13T01:33:50Z,4190000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,424.0,1.0,1.0,0.0,,,,,,,,,,,,
426,PT06M01.00S,2024-11-13T01:34:01.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,20.18725361366623,37.254901960784316,1610612738,81,66,2024-11-13T01:34:04Z,4200000,False,64.0,137.0,1,left,J. Brown 15' pullup Jump Shot (24 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,15.14,Made,,,,,,,,,,,24.0,,,,,,,
427,PT05M55.00S,2024-11-13T01:34:08.4Z,3,REGULAR,turnover,bad pass,[],1630700,,,1610612737,81,66,2024-11-13T01:34:13Z,4210000,False,,,0,,D. Daniels bad pass TURNOVER (3 TO),"[1630700, 1628369]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,3.0,Tatum,1628369.0,,,,,,,,
428,PT05M55.00S,2024-11-13T01:34:08.4Z,3,REGULAR,steal,,[],1628369,,,1610612738,81,66,2024-11-13T01:34:10Z,4220000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
429,PT05M51.00S,2024-11-13T01:34:10.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,31.35676741130092,25.245098039215684,1610612738,81,66,2024-11-13T01:34:18Z,4230000,False,124.0,242.0,1,left,MISS J. Tatum 27' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.21,Missed,,,,,,,,,,,,,,,,,,
430,PT05M49.00S,2024-11-13T01:34:13.2Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,81,66,2024-11-13T01:34:13Z,4240000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,429.0,2.0,2.0,0.0,,,,,,,,,,,,
